loc,subpop,model,theta_vector
SEN,Pop féminine restante,rhybrid,"c(-1.35364513,   -2.97940220,   -0.49384196, 2003.10836019,  -0.02577402 ,  -0.02683484 ,-0.02010159 ,   0.00416485 ,   3.14172592,    0.16277477,   -4.52182967 ,  -0.32856650,-5.39744174 ,  -0.19742680)"
